eq,chi,obj
C2H5(112) + C3H5O(193) = S(1328),"AMChI=1/C5H10O/c3-1-2-4-5-6/h4-6H,1-2H2,3H3/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  15: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-8: {order: 1, stereo_parity: null}
  7-11: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-13: {order: 1, stereo_parity: null}
  9-10: {order: 1, stereo_parity: null}
  9-14: {order: 1, stereo_parity: null}
  10-15: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14, 15]
products keys:
- [1, 0, 7, 8, 9, 10, 4, 5, 6, 2, 3, 11, 12, 13, 14, 15]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(1067) = S(1309),"AMChI=1/C5H8O2/c2-1-3(6)5-4-7/h4H,1,5H2,2H3/k3-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-9: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-8: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  7-13: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-14: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14]
products keys:
- [1, 0, 7, 8, 9, 10, 11, 4, 5, 6, 2, 3, 12, 13, 14]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(1260) = S(1265),"AMChI=1/C5H8O2/c2-1-3(6)4-5-7/h4-5,7H,1H2,2H3/k3-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-9: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-8: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-13: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
  10-14: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14]
products keys:
- [1, 0, 7, 8, 9, 10, 11, 4, 5, 6, 2, 3, 12, 13, 14]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(1260) = S(1717),"AMChI=1/C5H8O2/c2-1-5(7)4-3-6/h4-5,7H,1H2,2H3/k5-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-8: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-8: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-13: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
  10-14: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14]
products keys:
- [1, 0, 7, 9, 8, 11, 10, 4, 5, 6, 2, 3, 12, 13, 14]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(2106) = S(2565),"AMChI=1/C5H10O/c3-1-2-5(4)6/h1-2H2,3-4H3/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  15: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-11: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-13: {order: 1, stereo_parity: null}
  8-14: {order: 1, stereo_parity: null}
  8-15: {order: 1, stereo_parity: null}
  9-10: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14, 15]
products keys:
- [1, 8, 0, 7, 9, 10, 4, 5, 6, 13, 14, 15, 2, 3, 11, 12]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(2642) = S(2781),"AMChI=1/C5H8O/c2-1-3-4-5(3)6/h3H,1,4H2,2H3/k3-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-8: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-11: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-12: {order: 1, stereo_parity: null}
  8-13: {order: 1, stereo_parity: null}
  9-10: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13]
products keys:
- [1, 0, 8, 7, 9, 10, 4, 5, 6, 2, 3, 13, 12, 11]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(278) = S(1769),"AMChI=1/C5H10O2/c3-1-2-5(7)4-6/h4,6-7H,1-2H2,3H3/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  15: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  16: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  7-13: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-14: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
  10-15: {order: 1, stereo_parity: null}
  11-16: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
products keys:
- [1, 0, 7, 8, 9, 10, 11, 4, 5, 6, 2, 3, 12, 13, 14, 15, 16]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(470) = S(409),"AMChI=1/C5H8O2/c3-1-2-5(7)4-6/h7H,1-2H2,3H3/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  7-13: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
  11-14: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14]
products keys:
- [1, 0, 7, 8, 9, 10, 11, 4, 5, 6, 2, 3, 12, 13, 14]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5(112) + S(603) = S(2089),"AMChI=1/C5H10O2/c3-1-2-5(7)4-6/h4-5,7H,1-2H2,3H3/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  15: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  16: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-2: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-7: {order: 0.1, stereo_parity: null}
  1-4: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  7-9: {order: 1, stereo_parity: null}
  7-12: {order: 1, stereo_parity: null}
  7-13: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-14: {order: 1, stereo_parity: null}
  9-11: {order: 1, stereo_parity: null}
  9-15: {order: 1, stereo_parity: null}
  11-16: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6]
- [7, 8, 9, 10, 11, 12, 13, 14, 15, 16]
products keys:
- [1, 0, 7, 8, 9, 10, 11, 4, 5, 6, 2, 3, 12, 13, 14, 15, 16]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5O(259) + C3H3(38) = C5H8O(91),"AMChI=1/C5H8O/c1-4-2-3-5-6/h1,6H,2-3,5H2/k3-2/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-4: {order: 1, stereo_parity: null}
  0-9: {order: 0.1, stereo_parity: null}
  1-2: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  8-10: {order: 1, stereo_parity: null}
  8-11: {order: 1, stereo_parity: null}
  9-10: {order: 1, stereo_parity: null}
  9-12: {order: 1, stereo_parity: null}
  9-13: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6, 7]
- [8, 9, 10, 11, 12, 13]
products keys:
- [8, 10, 9, 0, 1, 2, 11, 13, 12, 3, 4, 5, 6, 7]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
C2H5O(259) + C3H3O(474) = S(1476),"AMChI=1/C5H8O2/c6-4-3-1-2-5-7/h1,3-4,7H,2,5H2/k2-1/r1","atoms:
  0: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  1: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  2: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  3: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  4: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  5: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  6: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  7: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  8: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  9: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  10: {symbol: C, implicit_hydrogens: 0, stereo_parity: null}
  11: {symbol: O, implicit_hydrogens: 0, stereo_parity: null}
  12: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  13: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
  14: {symbol: H, implicit_hydrogens: 0, stereo_parity: null}
bonds:
  0-1: {order: 1, stereo_parity: null}
  0-3: {order: 1, stereo_parity: null}
  0-4: {order: 1, stereo_parity: null}
  0-8: {order: 0.1, stereo_parity: null}
  1-2: {order: 1, stereo_parity: null}
  1-5: {order: 1, stereo_parity: null}
  1-6: {order: 1, stereo_parity: null}
  2-7: {order: 1, stereo_parity: null}
  8-9: {order: 1, stereo_parity: null}
  8-12: {order: 1, stereo_parity: null}
  9-10: {order: 1, stereo_parity: null}
  9-13: {order: 1, stereo_parity: null}
  10-11: {order: 1, stereo_parity: null}
  10-14: {order: 1, stereo_parity: null}
reactants keys:
- [0, 1, 2, 3, 4, 5, 6, 7]
- [8, 9, 10, 11, 12, 13, 14]
products keys:
- [8, 9, 0, 10, 1, 11, 2, 12, 13, 3, 4, 14, 5, 6, 7]
reaction class: addition
structure type: null
ts structure: null
reactant structures: null
product structures: null
ts conversion info: null
reactants conversion info: null
products conversion info: null
"
