eq,rate
HO(46) + S(1234) = S(924),"SimpleRate(k=ArrheniusFunction(A=92.4, b=3.09, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1406) = S(2337),"SimpleRate(k=ArrheniusFunction(A=336000000.0, b=1.56, E=0.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2337) = S(1805),"SimpleRate(k=ArrheniusFunction(A=588307.3, b=1.794, E=34.427, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + C3H6(1272) = S(2337),"SimpleRate(k=ArrheniusFunction(A=4166.52, b=2.504, E=3.062, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(2520) = S(2337),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2529) = S(2337),"SimpleRate(k=ArrheniusFunction(A=3409406000.0, b=1.27, E=45.867, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1445) = S(2792),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1683) = S(326),"SimpleRate(k=ArrheniusFunction(A=46900000000.0, b=0.19, E=19.189, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(349) + S(2086) = S(1683),"SimpleRate(k=ArrheniusFunction(A=178.9133, b=2.748, E=10.953, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1954) = HO(46) + S(2796),"SimpleRate(k=ArrheniusFunction(A=246286900.0, b=1.325, E=25.775, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1683) = HO(46) + S(2796),"SimpleRate(k=ArrheniusFunction(A=1127750000.0, b=0.806, E=3.331, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(936) = S(2928),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(2928) = S(2131),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + C4H5(1613) = C5H6O(163),"SimpleRate(k=ArrheniusFunction(A=595927000000000.0, b=-0.639, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C4H5(876) = C4H5(1613),"SimpleRate(k=ArrheniusFunction(A=84430000000.0, b=0.474, E=21.962, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3444) = S(1243),"SimpleRate(k=ArrheniusFunction(A=120463000.0, b=1.061, E=26.696, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1026) = S(347),"SimpleRate(k=ArrheniusFunction(A=46.1, b=3.21, E=14.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1026) = S(1023),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1026) = S(348),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1026) = HO(46) + S(1267),"SimpleRate(k=ArrheniusFunction(A=36300000000.0, b=0.0, E=13.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1714) = S(4792),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=17.205, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(5816) = S(5806),"SimpleRate(k=ArrheniusFunction(A=4500.0, b=2.62, E=30.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(5820) = S(5816),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(5816) = S(7761),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=18.616, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3384) = S(3393),"SimpleRate(k=ArrheniusFunction(A=20751910.0, b=1.607, E=33.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(3393) = S(7761),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=27.733, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(201) + S(5620) = S(5632),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2250) = S(5632),"SimpleRate(k=ArrheniusFunction(A=1.06161e+19, b=-1.866, E=18.471, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(393) + C3H4O(180) = S(4122),"SimpleRate(k=ArrheniusFunction(A=1191.076, b=2.41, E=5.357, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + S(3013) = S(4122),"SimpleRate(k=ArrheniusFunction(A=932.1615, b=2.595, E=4.616, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(4122) = S(5001),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=47.83, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(4122) = S(3012),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=21.651, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(678) = S(2018),"SimpleRate(k=ArrheniusFunction(A=11666.75, b=1.904, E=12.327, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1991) = S(2018),"SimpleRate(k=ArrheniusFunction(A=474158.4, b=1.155, E=16.101, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2018) = HO(46) + S(2796),"SimpleRate(k=ArrheniusFunction(A=6788460.0, b=1.599, E=17.165, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C4H7(494) = S(3638),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3(181) + C2H5O(620) = S(3638),"SimpleRate(k=ArrheniusFunction(A=808049000000000.0, b=-0.685, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + S(3638) = S(1986),"SimpleRate(k=ArrheniusFunction(A=11525.38, b=2.373, E=3.593, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2803) = HO(46) + S(4571),"SimpleRate(k=ArrheniusFunction(A=311354600000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5(202) + C3H5O(487) = S(3188),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1798) = S(3188),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(201) + S(2529) = S(3188),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + C4H9(2423) = S(3188),"SimpleRate(k=ArrheniusFunction(A=34812900000000.0, b=-0.158, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H9O(214) = S(1673),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(260) = S(1673),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(263) = S(1673),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(134) = S(812),"SimpleRate(k=ArrheniusFunction(A=3787080000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(811) = S(812),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(2709) = S(812),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1317) = S(812),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(775) = S(5029),"SimpleRate(k=ArrheniusFunction(A=852000000.0, b=0.89, E=13.238, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + S(1818) = S(2807),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(2807) = S(7826),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=12.186, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H7O(145) = S(641),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H2O(349) + C2H3(181) = S(1720),"SimpleRate(k=ArrheniusFunction(A=206312.6, b=2.045, E=7.084, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1720) = S(1406),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + S(1720) = S(509),"SimpleRate(k=ArrheniusFunction(A=18100000000000.0, b=-0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C4H4O(398) = S(1720),"SimpleRate(k=ArrheniusFunction(A=230045800.0, b=1.61, E=2.627, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1720) = C4H5O(200),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(201) + S(1720) = S(1489),"SimpleRate(k=ArrheniusFunction(A=45290500000000.0, b=-0.17, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1323) = S(1720),"SimpleRate(k=ArrheniusFunction(A=37100.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(864) = S(2235),"SimpleRate(k=ArrheniusFunction(A=336000000.0, b=1.56, E=0.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1798) = S(2235),"SimpleRate(k=ArrheniusFunction(A=11800000000.0, b=0.82, E=35.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CH3(201) + S(2520) = S(2235),"SimpleRate(k=ArrheniusFunction(A=14383.61, b=2.406, E=5.861, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(2235) = S(3188),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H5O(620) + S(2027) = S(5922),"SimpleRate(k=ArrheniusFunction(A=5877670.0, b=1.679, E=9.942, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(7413) = S(5922),"SimpleRate(k=ArrheniusFunction(A=429309.0, b=1.702, E=7.824, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(514) + C3H3O(137) = S(1214),"SimpleRate(k=ArrheniusFunction(A=19775.14, b=2.41, E=0.233, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(369) = S(1214),"SimpleRate(k=ArrheniusFunction(A=4000000000.0, b=1.39, E=8.577, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1214) = S(583),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1214) = S(522),"SimpleRate(k=ArrheniusFunction(A=4500.0, b=2.62, E=30.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1214) = S(7861),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=8.735, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H6O(136) = S(629),"SimpleRate(k=ArrheniusFunction(A=1053204.0, b=2.065, E=3.823, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H4O(514) + C3H3O(137) = S(629),"SimpleRate(k=ArrheniusFunction(A=9775.877, b=2.41, E=1.982, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(629) = S(625),"SimpleRate(k=ArrheniusFunction(A=91749900000000.0, b=0.115, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(629) = S(7861),"SimpleRate(k=ArrheniusFunction(A=1.06161e+19, b=-1.866, E=8.386, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(841) = S(367),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(437) = S(841),"SimpleRate(k=ArrheniusFunction(A=200815.0, b=1.582, E=20.555, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(841) = S(844),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(910) = S(841),"SimpleRate(k=ArrheniusFunction(A=46900000000.0, b=0.19, E=23.195, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(841) = S(842),"SimpleRate(k=ArrheniusFunction(A=272000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C2H3O(493) + S(5275) = S(841),"SimpleRate(k=ArrheniusFunction(A=7164.587, b=2.427, E=10.411, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(841) = S(840),"SimpleRate(k=ArrheniusFunction(A=1.445857, b=3.077, E=15.119, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(841) = S(839),"SimpleRate(k=ArrheniusFunction(A=136000000.0, b=1.39, E=24.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1412) = S(1834),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=10.176, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1834) = S(2212),"SimpleRate(k=ArrheniusFunction(A=0.00181, b=4.25, E=9.07, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(7881) = S(1834),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=20.671, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1503) = S(4954),"SimpleRate(k=ArrheniusFunction(A=7270000000.0, b=0.66, E=34.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1501) = S(4954),"SimpleRate(k=ArrheniusFunction(A=203.1453, b=2.83, E=11.11, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(7887) = S(4954),"SimpleRate(k=ArrheniusFunction(A=3683930000000.0, b=-0.105, E=32.396, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(495) = S(3161),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.584, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1581) = S(3161),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=12.077, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1785) = HO(46) + S(3719),"SimpleRate(k=ArrheniusFunction(A=311354600000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1349) = C2H3O(493) + S(3719),"SimpleRate(k=ArrheniusFunction(A=127000000.0, b=0.77, E=18.73, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1465) = HO(46) + S(3997),"SimpleRate(k=ArrheniusFunction(A=385473700.0, b=0.385, E=10.265, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H9O(205) = S(1939),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(245) = S(1939),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + S(594) = S(1939),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(3083) = S(6062),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1987) = S(6062),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=12.586, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H9O(205) = S(1938),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1739) = S(1938),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(247) = S(1938),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(408) = C5H7O(138),"SimpleRate(k=ArrheniusFunction(A=111000000.0, b=1.192, E=24.762, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(408) = C5H7O(175),"SimpleRate(k=ArrheniusFunction(A=3851130000.0, b=1.054, E=46.147, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(408) = C5H8O(419),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(409) = C5H7O(408),"SimpleRate(k=ArrheniusFunction(A=175000000000.0, b=0.633, E=46.955, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(408) = C5H7O(407),"SimpleRate(k=ArrheniusFunction(A=1806000000.0, b=1.172, E=51.258, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(408) = C5H7O(406),"SimpleRate(k=ArrheniusFunction(A=2480000.0, b=1.85, E=26.83, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(825) = S(1351),"SimpleRate(k=ArrheniusFunction(A=309967.6, b=2.085, E=31.617, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1351) = S(1354),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1353) = S(1351),"SimpleRate(k=ArrheniusFunction(A=1077136000.0, b=1.068, E=47.277, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1352) = S(1351),"SimpleRate(k=ArrheniusFunction(A=1557.485, b=2.79, E=31.623, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(7953) = S(1351),"SimpleRate(k=ArrheniusFunction(A=265.822, b=2.227, E=34.299, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(6606) = S(1806),"SimpleRate(k=ArrheniusFunction(A=114000.0, b=1.74, E=19.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CO2(2302) + S(6606) = S(7953),"SimpleRate(k=ArrheniusFunction(A=8040000.0, b=1.68, E=12.95, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(936) = S(2927),"SimpleRate(k=ArrheniusFunction(A=2962760000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(165) = S(916),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(915) = S(916),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO3(1845) + C4H7(701) = S(916),"SimpleRate(k=ArrheniusFunction(A=213947000000000.0, b=-0.514, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(2757) = S(916),"SimpleRate(k=ArrheniusFunction(A=24399600000000.0, b=0.071, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(351) = S(2163),"SimpleRate(k=ArrheniusFunction(A=336000000.0, b=1.56, E=0.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1846) = S(2163),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H7O(118) = S(2091),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(718) = HO(46) + S(2091),"SimpleRate(k=ArrheniusFunction(A=331000000000.0, b=0.0, E=18.13, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + S(1929) = S(1130),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(7985) = S(1929),"SimpleRate(k=ArrheniusFunction(A=7546000000.0, b=0.732, E=6.008, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1371) = S(1728),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
